CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
12-02-0123-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,1RA. CALLE 3-47 ZONA 4 CANTON EL MOSQUITO,,LUIS ALFREDO MAZARIEGOS SCOT,CARLOS RENE COYOY TAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0131-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO PARTICULAR MIXTO MINERVA,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0134-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO PRIVADO URBANO MIXTO DE ESTUDIOS AVANZADOS CESC,2DA. AV. 5-08 ZONA 4,77601642,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,OSCAR HUMBERTO FUENTES Y FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0138-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO PARTICULAR MIXTO SANTA ANA,"12 AVENIDA 2-82 ZONA 2, CALZADA INDEPENDENCIA",41460186,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,VIOLETA GUILLERMINA OROZCO Y OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0146-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,ESCUELA PRE UNIVERSITARIA DE ARTE PLANETA MUSICAL,"5TA. CALLE 2-86 ZONA 4, CANTON GALLO ROJO",77602489,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,SERGIO ISMAEL LOPEZ GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0148-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNOLÓGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE,"5TA. CALLE (CALLE LA REFORMA) 7-28, ZONA 2",77607345,LUIS ALFREDO MAZARIEGOS SCOT,LUIS WOBELI NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0172-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO PARTICULAR LICEO MINERVA,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,SILVIA PATRICIA OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0182-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO CRISTIANO EL SHADDAI,"8A. CALLE 9-30 ZONA 1, CANTÓN LA PARROQUIA",77679788,LUIS ALFREDO MAZARIEGOS SCOT,SUSAN KATERY CRUZ CONTRERAS DE GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0195-46,12-109,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,CABECERA MUNICIPAL,47233289,VIOLETA FLORIDALMA FUENTES QUIROA,TAYRA MISHELL DE LEÓN FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-1085-46,99-001,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO PRIVADO MIXTO DE EDUCACIÓN DIVERSIFICADA DE CIENCIAS COMERCIALES GUATEMALA,ZONA 2 CANTON SAN SEBASTIAN,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGÜE,INTERMEDIA,DIARIO(REGULAR),SAN MARCOS
12-02-1202-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO TECNICO INDUSTRIAL ADSCRITO AL INEB,7A. AVENIDA 6-07 ZONA 2,77602670,LUIS ALFREDO MAZARIEGOS SCOT,GLORIA KARINA RODRIGUEZ CALDERON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-1259-46,,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO PRIVADO DE BACHILLERATO POR MADUREZ SOAMAK,ALDEA SAN ISIDRO CHAMAC,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGÜE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-4305-46,,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,LICEO TECNOLOGICO EN COMPUTACIÓN,5A. CALLE 3-28 ZONA 1,77601914,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-4340-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO CATOLICO SAN FRANCISCO DE ASIS,7A. AVE. Y 8A. CALLE ZONA 1,,LUIS ALFREDO MAZARIEGOS SCOT,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-4621-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO DIVERSIFICADO POR COOPERATIVA,7AV. 7A. CALLE ZONA 1,77679211,LUIS ALFREDO MAZARIEGOS SCOT,,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-5034-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO EVANGELICO MIXTO EL CANDELERO DE ORO,2A. AVENIDA 5-08 ZONA 4,77602415,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGÜE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-5260-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,COLEGIO PARTICULAR MIXTOSACATEPEC,6A. AVENIDA A ZONA 2 CANTON SAN SEBASTIAN,77601202,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-03-0018-46,12-008,SAN MARCOS,SAN ANTONIO SACATEPEQUEZ,INSTITUTO NACIÓNAL DE EDUCACIÓN DIVERSIFICADA,SAN ANTONIO SACATEPEQUEZ,42273178,RUDY RENE VELASQUEZ Y VELASQUEZ,SULEICA ALEJANDRINA ALVARADO GOMEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGÜE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-03-4707-46,12-008,SAN MARCOS,SAN ANTONIO SACATEPEQUEZ,INSTITUTO DIVERSIFICADO PRIVADO MIXTO,,,RUDY RENE VELASQUEZ Y VELASQUEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0066-46,12-047,SAN MARCOS,COMITANCILLO,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,ALDEA SAN LUIS,57456480,AMILSA YAMILETH ESTRADA RODRÍGUEZ,MARIO TULIO MATIAS LORENZO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0077-46,12-009,SAN MARCOS,COMITANCILLO,INSTITUTO NACIÓNAL DE EDUCACIÓN DIVERSIFICADA,EDIFICIO DEL INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA LICEO FRATERNIDAD,53009092,SERAPIO CORONADO Y CORONADO,AZUCENA LETICIA PELICO TZUN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGÜE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0098-46,12-060,SAN MARCOS,COMITANCILLO,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,ALDEA TUILELEN,31369025,VICTOR MANUEL AGUILON CRISOSTOMO,ALFREDO MATÍAS MATÍAS,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0099-46,12-060,SAN MARCOS,COMITANCILLO,INSTITUTO DE EDUCACIÓN POR COOPERATIVA DE ENSEÑANZA,CANTÓN TUIXOQUEL ALDEA TUILELÉN,32917557,VICTOR MANUEL AGUILON CRISOSTOMO,JOSÉ SAMUEL AGUILÓN Y AGUILÓN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0100-46,12-009,SAN MARCOS,COMITANCILLO,COLEGIO CRISTIANO GENERACIÓN DEL TERCER MILENIO G3,KILOMETRO 1.2 CARRETERA HACIA AGUA TIBIA,57788849,SERAPIO CORONADO Y CORONADO,FRANCISCO FELICIANO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGÜE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-04-0101-46,12-009,SAN MARCOS,COMITANCILLO,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA LICEO FRATERNIDAD,CABECERA MUNICIPAL,51579303,SERAPIO CORONADO Y CORONADO,ROSALINDA VITALINA JIMENEZ PEREZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,BILINGÜE,DOBLE,DIARIO(REGULAR),SAN MARCOS
